text;label
Me ajuda muito;__label__0
Excelente aplicativo, muito útil.;__label__0
ola sou americano empresario dono da caixa economica federal do ceara  francisco marcos andrade de oliveira;__label__0
Ótima opção para quem quer achar um restaurante e não se decepcionar;__label__0
Tao bom quanto o de PC, 5/5;__label__0
Fácil de usar! Recomendo.;__label__0
Muito bom;__label__0
Oooook;__label__0
Agora precisa começar a expandir para américa latina!;__label__0
Ótimo;__label__0
Bastante conteúdo até mesmo em cidades do interior.;__label__0
Checkins integrados com foursquare, boa variedade de avaliações e ainda ganhamos medalhas! Layout novo ficou legal!;__label__0
Top!;__label__0
Like;__label__0
Otimos aplicativo;__label__0
Sempre utilizei o site do Apontador e esperava com muito ânimo pela versão para android. Estão de parabéns;__label__2
O Apontador é simplesmente sensacional!!!! Sabe quando você está na rua e quer encontrar um barzinho ao seu redor? Ou quando você pára na frente de um restaurante e quer saber o que as pessoas acham dele? Ou quando você precisa saber até que horas uma loja fica aberta? Ou quando quer encontrar o telefone e ligar rapidamente para um lugar? O Apontador resolve todos esse problemas e muito mais! Não vivo mais sem ele!;__label__0
Sempre que procuro por algum lugar o Apontador sempre me acha o local e também indica ótimos lugares.;__label__0
O Aplicativo é bom, uma ótima idéia. Mas estou tendo problemas com a minha localização mesmo com o GPS ligado, o aplicativo continua dando erro de localização e as vezes dar crash no app.;__label__2
Melhorou bastante comparado com a outra versão.;__label__0
Muito fácil de usar, me ajudou bastante em uma viagem que fiz a Pernambuco. Recomendo, existem outras opções de app. Na época utilizei simultaneamente dois, mas o apontador era mais atualizado.;__label__2
Precisa melhorar.;__label__2
O app é bom, layout bem feito e com uma usabilidade muito boa. Uma qualidade já esperada em todos os produtos da Movile. Mas o problema é a base de locais, dentro da seção parques no meu caso tem uma loja de equipamentos para raio-x e dentro de clubes apareceu um de recife! Esses e outros pequenos problemas com a base estraga a experiência com o app.;__label__2
Não é muito util em Brasília. As informações são incorretas e incompletas.;__label__2
App bem legal, mas desde que instalei nunca consegui logar, pois aparece a msg Houve um erro ao conectar com nossos servidores;__label__2
Localizacao gps dando erros;__label__2
As funcionalidades são boas, mas ele esta sempre rodando em background, mesmo q vc não queira nenhuma notificação! Isso consome a sua bateria e outros recursos!;__label__2
I\m removing this (and most other Brazilian Android apps) from my device because most don\t support move to SD, even though they do not use Widgets or other capabilities requiring installation to the phone. As soon as the developers show some respect for users and best practices in development, I shall reconsider my score (and re-installing the apps).;__label__2
null,;__label__0
Costumava funcionar  bem.. Após a última atualização, ele passou a travar toda vez que mando abrir! Por favor, dêem um jeito nisso.. O app era muito bom..;__label__2
adoro!;__label__0
Muito bom aplicativo!;__label__0
bom.;__label__0
mt bom!;__label__0
Iniciativa excelente, app cheio de funções e muito bem desenhado! Parabéns a toda equipe :D Que se expanda logo para outras cidades;__label__0
Importante manter o app sempre atualizado!!;__label__0
Editei o review pois os bugs foram consertados e agora funciona direitinho.;__label__0
Excelente aplicativo! Sem bugs como o antigo, as bicicletas são ótimas, \nconfortáveis e têm luzes e taxas refletivas. As estações não bugam como as \nantigas, é excelente . Muito simples e prático retirar e devolver a bike. \nSuper recomendo.;__label__2
Bem melhor que o antigo que precisa fechar uma a 5 vezes para funcionar;__label__2
Adoreeei! Funciona perfeitamente! Não deu problemas. MUITO TOP;__label__2
Gente, contratem um servidor decente, pelo amor de Deus. já é a terceira vez que me deixaram a pé. :/;__label__2
Excelente app, melhorou muito apos o update.;__label__2
Pessoal as biclicletas melhoraram muito! Mas por favor coloquem mais pontos!!! Cadê a estação da Pr. Vereador Rocha Leão em Copacabana??? A mais proxima é na estação Siqueira Campos!!! Pensem com carinho! Abs.;__label__2
good;__label__0
Muito bom;__label__0
It works very well! serves the purpose.;__label__0
O aplicativo tinha muitos problemas e, embora alguns persistam, está cada vez melhor;__label__2
Tem funcionado sem problemas nesse quase um mês que tenho usado todo dia. O \naplicativo é ok, cumpre bem as funções e não vejo bugs ocorrendo. E as \nestações atendem bem minha demanda sem problemas para retirada e devolução \ndas bikes.;__label__2
10 estrelas...;__label__0
Beeeem melhor!! Agora vai!!!;__label__0
great app;__label__0
entrei em contato pelo tel informado e tudo foi resolvido! estava com mais de uma conta criada e uma mudança no meu cartão. por isso, da confusão de plano e dificuldade em gerar o cod de liberação.;__label__2
excellent service, excellent bikes and nice prices;__label__0
Ótimo! Ajuda muito 😁;__label__0
Nice Nice;__label__0
Hoje foi a terceira vez que pedalei com a bicicleta do Itau. Elas são ótimas, mas tive problemas com a liberação. No primeiro dia ocorreu tudo bem. Nas duas últimas vezes o aplicativo fechou inesperadamente e não liberarva, dando a mensagem de que eu precisava estar perto de uma estação, mas eu já estava. Tive que ficar saindo e entrando no aplicativo até conseguir. Hoje, além disso, a estação não liberou a bicicleta após digitar o código, mas contou como uma viagem de 25s.;__label__2
Otimo serviço. Porem as vezes da problema para liberar bikes. E talvez algumas melhoras de UX no app seriam mais atrativas, assim como um historico de corridas direto no app. Sao apenas sugestões.;__label__1
O aplicativo novo trava bastante mas o serviço e disponibilidade das bikes melhorou muito. Há algo errado com o sistema de pagamentos ele é altamente propenso a erros.;__label__2
Usando o cartão para desbloquear bicicletas funciona perfeitamente. O aplicativo não é muito bom. Muitas bicicletas disponíveis, o que é bom.;__label__2
falta opção para indicar qual o problema da bicicleta. demora pra atualizar o status das estações.;__label__2
BikeItaù, em sua segunda versão, com bicicletas mais robustas e um \naplicativo mais rico, melhorou bastante. Há alguns problemas muito \npontuais, porém nada que invalide a qualidade. Atualmente concentra-se no \nCentro da cidade e um pouco em seus bairros vizinhos. Espero que esse \nserviço siga sendo bem mantido e que seja ampliado com cada vez mais \nestações e bicicletas para poder retirar.;__label__2
Finalmente voltou a funcionar com a última atualização;__label__2
Com as atualizações, funciona bem. Podiam voltar com a opção de aluguel para uma única viagem. Pagar R$ 8/dia é salgado.;__label__2
muito lento, com vários bugs / pela atenção que deram estou revendo a nota, mostra comprometimento em melhorar, show;__label__2
O app é ótimo, a bike é ótima, mas acho muito ruim na minha experiência que eu receba o resumo da minha viagem por email e não consiga acessar um histórico de viagens pelo app. É redundante e chato ter que procurar um resumo no meu email de como foi minha viagem sendo que já tenho o app. Acredito que isso deveria ser corrigido;__label__1
need to be able to selext language preference;__label__1
Sistema funciona sempre e qualidade das bicicletas é ótima. Porém, o \nserviço está sobrecarregado e apenas encontro bicicletas disponíveis antes \ndas 8hrs da manhã. Durante o resto do dia é impossível. Por isso, não \nrecomendo.;__label__2
Deveria ter mais pontos, está bem bacana o aplicativo novo mas não há \nmuitas opções para onde ir;__label__2
Bugs seriam super compreensíveis na fase gratuita do aplicativo, mas com a \natual cobrança, não faz sentido não designar uma equipe pra cuidar disso a \nfundo. Alguns pontos que peguei: - Problemas no pagamento quando utilizei o \nBike Salvador, queria usar meu cartão de crédito para o meu perfil e para o \nperfil de um amigo que não tinha cartão. O pagamento dele foi aprovado e de \numa forma muito estranha acabou sumindo do perfil dele e indo para o meu \n(?). Além disso, tivemos que fazer vários cadastros pro cartão ser aceito, \ne mensagem de errro não era bem explicativa. - Bike Salvador e Bike PE: A \nchecagem da proximidade com a estação é criteriosa demais, as vezes por um \nerro de precisão de 5 metros, já não dá pra liberar a bike. Isso é grave em \nestações próximas fe lugares vazios a noitr, onde a agilidade para se \ndeslocar é importante pra segurança do usuário. - Bike PE: Não consegui \ncadastrar meu cartão Vem, sugiro um popup com a indicação de qual seria o \nnúmero a ser incluído. - Sugestão geral 1: inclusão do horário de \nfuncionamento das estações no próprio aplicativo em alguma tela de \ninformações - Sugestão geral 2: notificação quando o usuário está com a \nbike alugada e próximo do fim de seu período de uso e/ou próximo do fim do \nhorário de funcionamento. - Sugestão geral 3: incluir no mapa a camada de \nciclovias presente no Google Maps, facilitaria o planejamento de viagens e \nevitaria o vai e vem entre apps diferentes. E se estiver faltando pessoal \npra fazer essas coisas, me contratem ,);__label__2
Primeiro dia de uso e levei uma boa impressão. O aplicativo e as bikes vao \nde maravilla, parabéns!;__label__0
Não consigo pagar o plano de 1h. Após inserir todos os dados corretamente o app continua mostrando problems buying plan, sem explicar o motivo. O plano diário, aceita.;__label__2
Olá. Tudo bom? Vocês poderiam parar de resetar o zoom toda hora que a gente mexe no mapa? É ruim quando você procura estações próximas uma da outra. Outra coisa que gostaria de pedir é para vocês adicionarem o horário de atualização da estação. Isso ajudaria a gente tomar uma decisão na hora da escolha do caminho. Quinta feira passada o sistema ficou offline e apresentava uma informação defasada e fiquei caçando estação para devolver a bike.;__label__1
Bom até eu trocar me cel e ficar ruim. Esqueci a senha, recebo os emails p troca mas nenhum funciona;__label__2
Melhorou, mas ainda não funciona para inserir o número do bilhete único.;__label__2
may i know how to change language to English?;__label__1
O serviço é excelente, poucas vezes tive problema. No entanto, o aplicativo deixa MUITO à desejar. Não é nada intuitivo, e sempre cracha.;__label__2
A atualização consertou o que não estava qiebrado. O app ficou lento e perdeu funcionalidades. Em compensação, arrumaram os problemas para se criar contas que havia no app antigo. Se voltarem com a funcionalidade de achar estações favoritas já vai melhorar muito. Na atual situação, 3/5 estrelas só é a avaliação que eu dou porque a equipe nas estações é espetacular.;__label__2
o app funciona, mas não consigo adicionar meu salvador card nem pelo app e nem pelo telefone de contato do Bike Itaú;__label__2
Alguns bugs ainda ocorrem.O app não é fluido.;__label__2
editando o Review porque descobri que o app encontra a sua localização se vc abrir o Google maps antes.;__label__2
Quando funciona, é bom. Infelizmente, geralmente nao funciona. Ja me atrasei para o trabalho tantas vezes por causa desse app que ja perdi a conta.;__label__2
app funciona bem, salva!! mas as vezes mostra numero errado de bikes disponiveis e nao desbloqueia bike, nao gostei do tel de suporte.. mas no geral vale!;__label__2
O serviço é maravilhoso, mas o app deixa muito a desejar em comparação ao ótimo serviço. Funcionalidades como ativar cartões, renovar planos, entre outras só estão disponíveis no site. Basicamente, a única funcionalidade do app é localizar estações e desbloquear as bicicletas. Fica como sugestão o desbloqueio via NFC com o cartão de usuário ou smartphone compatível. Também seria bacana um desbloqueio via código QR.;__label__1
O app funciona, mas o mapa está sempre bugado. Não consigo ampliar, \nreduzir, às vezes é o GPS... eu só me viro bem pois conheço bem os lugares \ne as estações e uso a lista ao invés do mapa, alguém de fora teria bastante \ndificuldade. talvez venha daqui a avaliação tão baixa do aplicativo. \nEstranho pois isso não era uma questão no app antigo. Gostei bastante do \nsistema de senha, facilita na hora de escolher a bike. Poderia ter algum \ntipo de aviso no app sobre as bikes avariadas. Tanto informação que a gente \npostasse quanto o contrário.;__label__2
Comprei uma diária para usar quando outro dia, contudo quando fui pegar a bike (outro dia) tive que pagar a diária novamente, ou seja, o pagamento deve ser feito no dia em que vai usar e isso não tava tão claro no app, teria como reaver minha diária não usada? Obrigado;__label__2
POR FAVOR! ARRUMEM O ERRO state : Deve ser entre 1 e 3 caracteres NO SITE! Estou tentando cadastrar o cartão TRI para desbloquear as bicicletas a MESES, tentei ligar, ou não fui atendido, ou caiu a ligação, tentei mandar e-mail, me disseram cadastramos seu TRI com sucesso, porém continua não funcionando! Edit: Fiquei impressionado com o quão rápido resloveram o problema quando vim aqui mal falar o app, eu uso a anos o serviço e me entristece ter que fazer isso para ter suporte eficiente! Obg;__label__2
its really an inconvenience for me to bike in the mornings because it always says i need internet when I didnt have that problm before. Also the code expires way too fast for my liking.;__label__2
la experiensa es muy buena, pero debería aumentarle un poco mas el tiempo a los planes basicos al menos 60 min. La competencia directa te ofrece incluso hadtta 120 min por el mismo precio;__label__1
Toda hora que abro o aplicativo do Rio de Janeiro, ele inicia o mapa no Parque da Tijuca. Não tem como fazer o app iniciar na minha localização geográfica? Na bolinha azul que anda no GPS?;__label__1
Aplicativo deixa a desejar em muitas coisas. Sempre usei a versao do iOS e nunca tive problemas. Recentemente, voltei para o Android e não consigo mais acessar minha conta porque o aplicativo não reconhece meu e-mail, mesmo eu conseguindo acessar no computador e no iOS...;__label__2
Cancelei meu plano mensal porque é muito difícil achar uma bicicleta nos horários em que preciso.;__label__2
Gostaria de saber quando que o botão de centralizar o mapa vai dar zoom na minha posição em vez de me mostrar a América do Sul e eu ter que dar zoom com movimento de pinça OU pelo menos um botão de + ou - para ajudar nisso. Péssimo UI para utilização.;__label__1
Apesar do aplicativo oferecer o serviço, suas funções são pouco desenvolvidas, fornecendo uma experiência terrível. Como exemplos desses inconvenientes podemos citar a função de favoritar uma estação que, após a seleção, não é possível listá-las, o gps não funciona, precisar selecionar a cidade onde se pretende utilizar o serviço (tarefa que deveria ser realizada pelo gps) e mapa muito poluído, dificultando a visualização dos pontos. Espero que considerem estas informações para melhorar o serviço;__label__1
Esse app ja me deixou na mão inúmeras vezes. Sem um bom aplicativo será difícil confiar nesse sistema do Itaú.;__label__2
O aplicativo da sempre o mesmo erro e não mostra o tempo restante para devolver a bike.;__label__2
após atualização, ficou pesado, lento, quase impossível a utilização;__label__2
Algum planejamento para implantar estações de bicicleta no centro de São \nPaulo?;__label__1
Aplicativo não intuitivo, difícil achar a estação (abre um zoom grande demais), não consigo acessar meus planos sem selecionar uma estação antes.;__label__2
infelizmente esse App está horrível, não consigo acessar naaada, nem ao menos abre.;__label__2
A interface do apl é muito ruim. Deveria dar pra ver os endereços das \nestações.;__label__1
O App ficou lento após atualização e continua com crase na Google Store. \nAndei nas novas bikes e senti o freio muito fraco. Manutenção está devendo \ndemais.;__label__2
Faz algumas semanas que o padrão é erro no código de desbloqueio, raramente tenho conseguido com sucesso.;__label__2
App não consegue localizar o local da estacao. Diz que precisa está próximo a estação mesmo estando.;__label__2
O app ficou muito lento depois da atualização. Quase inutilizável. O que ameniza esse problema é que a qualidade das bikes é boa. Mas o app piorou muito em velocidade.;__label__2
Acho q app foi feito p/ algum android antigo, não funciona no meu acusando q o mock está habilitado, mas não existe desabilitar na minha versão, existe apenas apontar p/ nenhum programa, q foi o q fiz. Mesmo desabilitando totalmente opções d desenvolvedor, o q é um absurdo d alguém pedir e limpando a memória, ele continua não entrando c/ a mesma reclamação. 34 megas ocupados no celular apenas p/ escutar esta reclamação.;__label__2
Conceito legal mas muito instável. Muito erro de proximidade de estação e \nquando gera o código a estação não aceita (led vermelho).;__label__2
Bem ruim. No momento aparece que a estação está vazia, mas tem 14 bicicletas lá. Usei à tarde, devolvi normalmente e o aplicativo não deu baixa na devolução, não me permite pegar outra e ainda é capaz que me cobrem a diária. Roubada...;__label__2
Aumento abusivo inexplicável. De 10 para 20 reais? A frota é nova, mas os problemas antigos ainda continuam, como marchas trepidando e frenagem fraca. Já não é mais vantajoso como antes. Torcendo para que outros servicos como a Yellow vinguem, e tragam uma concorrência mais sadia. Deixarei de usar.;__label__2
Escolhi a opção de fazer cadastro no app pq o do sitr não estava funcionando, coloquei passe diário que tem o vakor de 8 reais, eles tentaram me cobrar 300 reais, a minha sorte foi que meu cartão não tinha limite!;__label__2
me deixou na mão várias vezes por não gerar o código.;__label__2
o aplicativo era incrível com a atualização antiga, agr não dá nem p ver a sua estação direito, passa horas procurando e vcs só sabem dizer que vão tentar melhorar, pq não voltar a antiga atualização??;__label__2
Mesmo com o GPS ligado, ele insiste em dizer que não está, impossibilitando a liberação da bike;__label__2
App demora para abrir e liberar bicicleta (+5min).Interface em mapa recarrega localizacao desnecessariamente e so dificulta navegacao (antigo menu de favoritos era excelente). Ao menos as bicicletas estao em geral em bom estado.;__label__2
Aplicativo já me roubou dinheiro várias vezes. Metade das minhas tentativas de usar a bike deram problema pra gerar o código de desbloqueio, mas sempre me cobram pelo serviço não prestado. Lixo.;__label__2
As bicicletas são boas e Recife tem seu charme. O aplicativo é muito ruim. Passamos pelo menos 20 minutos tentando resolver problemas. Meu número cadastrado tinha 9 dígitos, e o pagamento falhava pq o app exige entre 10 e 15 dígitos(mensagem não amigável). Seria fácil de resolver...se eu pudesse editar meu número! Não há essa opção! Um amigo só recebia um erro \response object\. Na volta, uma amiga foi deslogada e não conseguiu re-acessar, precisou criar outra conta e pagar o passe diário d novo;__label__2
Bom app, porém faltou a opção de pagar com cartão débito;__label__1
app ruim Sempre da problema na hora de fazer o cadastro e mesmo com o cadastro feito nao libera a bike. O App poderia ser mais simples.;__label__2
Era melhor quando tinha os 60 min grátis.;__label__2
O serviço é muito legal, as bikes etc mas esse app, que tristeza. Não se consegue pegar o código pra destravar as bikes de jeito nenhum pelo app.;__label__2
nunca funciona, o sistema sempre cai;__label__2
Pelo amor de Deus contratem um profissional de UX/UI Design, a tela de cadastro é horrível, so aparece o botao de entrar depois que comeca a digitar a senha, se voce comecar a digitar com a senha errada nao aparece o botao e voce nao sabe oque fazer. Porque nao aparece nada na tela. Quando clica em esqueci minha senha ele da uma mensagem ridicula e quase imperceptível na parte de cima da tela. Outra coisa irritante é que o app nao te avisa que esta deslogado, so percebe quanto tenta tirar a bike;__label__2
Infelizmente não tem pontos nas regiões centrais de São Paulo, como Luz e \nSé, onde seria mais interessante pegar a bicicleta pra fugir do trânsito;__label__2
O App não atualiza corretamente a situação das estações. Muitas vezes você vê no app que tem uma estação cheia de bicicletas e, quando chega na posição, não tem nenhuma e o mesmo acontece do contrário, quando quer vagas e a estação está cheia. Deveriam atualizar a forma de entrega da bicileta pois muitas vezes você perde viagem tentando deixar a bicicleta e não acha estações com vagas, obrigando a retornar grande parte do percurso (fui tentar ir no Morro do Leme no Rio de Janeiro e tive voltar mais da metade do caminho tentando deixar a bicicleta em uma estação, no final, você acaba se estressando para devolvê-la e muitas estações ficam com filas para entregar a bicicleta). Vários bugs no app. Quando você minimiza para ver outro aplicativo e retorna, ele não mostra sua posição no mapa o que te obriga a fechar e abrir novamente.;__label__2
Não consigo concluir o cadastro só informa que ocorreu um erro mas não qual, o que posso fazer?;__label__2
Alterei minha avaliação de uma para duas estrelas pois a resposta do \nsuporte foi bastante rápida, mas ainda não resolveu o problema. Sigo não \nconseguindo abrir o app por usar um dispositivo rooteado. Como informação \nadicional, uso LineageOS, versão 14.1, build de 28 de março de 2018.;__label__2
Localização falha toda hora e não consigo pegar a bicicleta. Muito chato \nisso.;__label__2
nao to consigundo entrar na minha conta !!;__label__2
ficou um lixo após a atualização e não tem mais bicicletas em Perdizes, Barra funda e Pacaembu, até pra pagar o plano é difícil. complicado.;__label__2
Poder associar a conta com algum cartão pra poder liberar as bikes quando a bateria morre seria tão bom... Funcionar de noite e ter opções melhores entre cidades então... Sonho;__label__1
Awful app, only useful to check the map. First of all i use ths bikes in Chile and the app is in portuguese so i dont understand most of what it says. Many times when i tried to activate a bike it said Couldn´t fetch the code.  TL,DR: Useless;__label__0
Muito boa iniciativa.;__label__0
Comprei os adesivos para a minha bike e a da minha esposa e registrei as bikes. O aplicativo é muito bom, mas poderia melhorar em alguns aspectos, como um mínimo de edição de fotos (cortar e girar) e mais campos (incluindo fotos) no Bike Vida.;__label__1
Sem problemas;__label__2
A iniciativa do Bike Registrada é muito boa, e na minha opinião, a idéia deve evoluir para não cair em desuso e terminar obsoleta. Poderiam também estudar de colocar um checkbox de logout ao sair, pois cada vez mais ouvimos casos de levaram a bike e o celular. É comum o ladrão pedir a senha do celular, e se acessar o Bike Registrada, haverá um leque de opções das quais ele terá acesso. A opção de manter logado (ou checkbox desmarcado) será boa para quem só consulta, como policiais, lojistas e mecânicos.;__label__1
O Avast identificou um malware no app. Por favor, verifiquem se existe mesmo.;__label__2
Maio ruim pra vê tem que tá registrada;__label__2
Não funciona, tentei umas 10 vezes na hora de enviar da erro. Já \ndesinstalei e instalei novamente, reiniciei o celular, nada!;__label__2
Fui registrar a bike pelo n° de série, conforme orientações do aplicativo, e acusou que o número já estava cadastrado. Se alguém digita por engano seu n° de série, o aplicativo aceita o registro sem checar  se o modelo da bike corresponde ao n° de série no fabricante. Não  tem integração.;__label__2
Nem sequer consegui inserir meus dados!!! Parece que o app está direcionado ao País todo, exceto São  Paulo. No campo UF onde foi parar a opção da sigla  SP ???;__label__2
it\s good for me!!!;__label__0
Fácil de usar, visual moderno, recomendo.;__label__0
Excelente.;__label__0
Muito bom.;__label__0
Awesome user experience;__label__0
Funciona muito bem.;__label__0
Fácil de usar, banco/corretora bastante confiável.;__label__0
Otimo;__label__0
Excelente plataforma que vem agregar para quem está na busca da tão sonhada independência financeira!;__label__0
O aplicativo é realmente muito bom! Tudo funciona como deveria, simples e objetivo.;__label__0
Por enquanto, so elogios. O atendimento voa chat é massa, e muitas opções de renda fixa. jaja testando os de renda variável.;__label__0
goooood;__label__0
Objetivo e Funcional.;__label__0
App sempre atualizado com novas funcionalidades. Muito bom!;__label__0
We can know everything about our investments all time!!;__label__0
Podia ter a opção de agendamento de resgate de fundos, ao invés de esperar chegar no dia seguinte para fazer antes do horário limite.;__label__1
Com a ultima versao ficou mais rapido, e o visual esta mais moderno.;__label__0
very good;__label__0
Excelente!!;__label__0
Muito bom. Prático.;__label__0
Excellent;__label__0
Excelente plataforma. User friendly.;__label__0
Muito bom;__label__0
Gostei muito do APP, fácil de usar, intuitivo e seguro. A sugestão que quero fazer é implementar um Homebroker para investir em renda variável direito por ele!;__label__1
Bom aplicativo para realizar investimentos em fundos MM, COE, etc, mas falta a opção de um home broker.;__label__1
Grande quantidade de fundos disponíveis e outros produtos. O app também funciona muito bem, sem instabilidades. Recomendo.;__label__0
No geral é muito bom não tive problemas, é bem fácil e intuitivo, seguro também. Porém sugiro algumas correções/melhorias: no Android a função voltar navegando por gestos não funciona, Às vezes aparece uma mensagem de atualizar o app mesmo ele estando atualizado.;__label__1
Muito prático!;__label__0
Interface muito legal!!;__label__0
Ótimo!;__label__0
Excelente.;__label__0
Atendimento excelente!;__label__0
Gestão dos ativos de maneira bem simples e organizada. Função de comparar toda sua carteira com os principais indicadores é fantástica, além de mostrar o crescimento da carteira mês a mês. Recomendo! Poderia incluir um chat via aplicativo para dúvidas!;__label__1
Ótimo app. Só precisa melhorar a performance tanto para logar como para carregar o portfólio.;__label__1
Tudo funciona como deve. Login rápido e plataforma intuitiva.;__label__0
Abertura de conta rápida e simples. App fácil e intuitivo. Ótima oferta de \nfundos de excelentes gestores. Nota 10.;__label__0
Funcional e prático.;__label__0
Perfect UX;__label__0
ok;__label__0
Excelente;__label__0
Ideal pra quem é sofisticado.;__label__0
Olá. Estou com problemas para terminar o meu cadastrado. Na parte de enviar foto do documento, quando chega na tela de escolher o documento tento escolher uma opção, mas o app não avança, sempre fica nessa mesma tela sem acontecer nada;__label__2
good;__label__0
muito bom;__label__0
excelente;__label__0
Ótimo app. bastante funcional e intuitivo!;__label__0
Ótima usabilidade e acompanhamento de rentabilidade.;__label__0
Excelente aplicativo.;__label__0
AWESOME;__label__0
Além de facilidades como uso de biometria e token, possibilita o acompanhamento da minha posição direto no app.  Aplicações e resgates em diversos produtos. Está bem funcional! As últimas atualizações foram realmente incríveis! Parabéns!;__label__0
ótimo aplicativo;__label__0
A flawless app. Como um ótimo aplicativo deveria ser. Perfeito em todos os aspectos!!!;__label__0
great app. Easy to find what you want. One of the best home brokes of the market.;__label__0
Belo aplicativo, fundos, renda fixa tudo muito limpo e claro, só aguardando O investimento em ações pelo app para completar;__label__0
Interface intuitiva e fácil de usar. Simplesmente funciona.;__label__0
Ótimo!;__label__0
Gosto da interface bem simples e claro dos produtos disponíveis pra investir;__label__0
Excelente app, ótimo contato com o cliente.;__label__0
Site funciona muito bem, intuitivo e bem completo. So falta o cartao de debito! : D;__label__1
muito bom;__label__0
very good;__label__0
Top d;__label__0
Diretos, boa interface;__label__0
Ótimo banco para investidores;__label__0
show;__label__0
melhor plataforma de investimentos do mercado.;__label__0
the best;__label__0
App muito bom! E a corretora também é top!;__label__0
Excelente;__label__0
App bem funcional.;__label__0
Excelente plataforma.;__label__0
Muito bom.;__label__0
Simples,pratico,completo,intuitivo.muito bom mesmo;__label__0
app super intuitivo e rápido sem mencionar os serviços do banco q tbm gosto muito;__label__0
Simples de usar e tem muitas informações que ajudam o pequeno investidor na tomada de decisões;__label__0
very good;__label__0
Fácil de usar.;__label__0
Muito simple e facil de utilizar!;__label__0
Ótimo aplicativo, muito fácil de investir;__label__0
Navegação mais rápida que o da XP. Ótimas opções de fundos, também.;__label__0
Muito bom;__label__0
os investimentos têm horário de aplicação e resgate muito reduzidos;__label__2
Aplicativo incrível, só fica faltando o recurso de home broker e começar a utilizar o ícone adaptativo que fica 10!;__label__1
O único problema é que o login demora muito.;__label__2
Aplicativo muito intuitivo e pratico. Porém deveria ter uma aba para monitorar os investimentos pelo Home broker.;__label__1
O banco oferece muitos e muitos fundos (alguns, inclusive, que grandes concorrentes não o fazem). O app é simples e funcional. Consigo fazer tudo por ele. A única reclamação é que as vezes o aplicativo as vezes trava quando vou fazer o login.;__label__2
falta mais opções;__label__1
Nunca consegui logar. Sempre dá erro.  [EDIT] Depois de 1 mês tentando logar e dando erro entrei em contato no suporte que me informou que a assinatura dos contratos não está funcionando no Android, sendo assim o primeiro acesso deve ser por Iphone ou computador. Depois de realizar esse procedimento consegui acessar normalmente.;__label__2
Poderia aceitar eu usar meu próprio app pra digitalizar os documentos. O do app é falho.;__label__2
Não entendi porque não deixa tirar print. Por isso 4 estrelas.;__label__1
O app é bom. Mas deveria ter a opção de ordenar os investimentos como no \nsite( por rentabilidade por exemplo). Apliquei também em tesouro Selic mas \nnão aparece no portifólio. Ótima lista de fundos. Gostaria de ver mais \ntítulos de renda fixa de outros bancos e também as notas de rating dos \nmesmos. Previdência com valores minimos abaixo de 10 mil. Possibilidade de \ncomprar Ações. Mais opções de Coe . Espero ter ajudado.;__label__1
it\s almost a good app, but it doesn\t has a homebroker;__label__1
good;__label__0
Simple to use;__label__0
Muito bom o app, bem completo, com bom cardápio de fundos, filtros etc, só não dou 5 estrelas pois toda vez que subo na lista de fundos até o topo é feito um refresh que remove os filtros selecionados. Se consertarem isso será 5 estrelas pra mim. Obrigado btg digital, bom app e serviço.;__label__2
As informações do portifólio são uma bagunça e demoram para atualizar. As vezes algumas operações somem, depois aparecem, ai somem outras e assim vai. É fácil para aplicar e resgatar, mas para acompanhar a carteira está ruim. Ex: Tenho 10mil aplicado, as vezes aparece que tenho 15 e as 5... ai depois volta aparecer os 10. Outra coisa que poderia melhorar é a disponibilidade das informações dos fundos que já tem aplicação, essa opção só aparece para novas aplicações. Atendimento no chat é TOP!!!;__label__2
otimo;__label__0
Infelizmente nessa versão não estou conseguindo fazer o login pela digital no meu Motorola G5.;__label__2
É muito prático.;__label__0
Ótimo;__label__0
que bom ver que está sendo atualizado constantemente. já está compatível com o novo android, 4. espero que seja aperfeiçoado sempre. parabéns caixa.;__label__0
Nossa nem compara, essa atualização ficou excelente, muito boa mesmo. Parabéns.;__label__0
Funciona muito bem no Xperia P. Consigo fazer quase tudo através do app, pagamentos, transferências e algumas aplicações e resgates.;__label__0
Quebra o galho legal e satisfaz o q preciso fazer. Soh n funciona em celulares com o Gingerbread como o meu antigo;__label__2
Começou a aparecer uma msg dizendo que o app não reconhece minha digital. Isso se tornou frequente e só acontece no app da Caixa.;__label__2
sem problemas no funcionamento;__label__2
Bom;__label__0
Acess quickly;__label__0
Finalmente, o aplicativo ficou decente.;__label__0
Muito bom!;__label__0
Nao encontrei dificuldade nenhuma de acesso. Recomendo.;__label__2
Finalmente estão investindo nesse app, agora sim ele funciona como deveria. E depois de séculos temos acesso por digital. Espero que mantenham o bom suporte.;__label__0
Agora sim tá parecendo um app. Melhorou muito. Estão de parabéns, continue trazendo esse tipo de inovação para o app que vcs terão muito sucesso.;__label__0
Excelente, extremamente útil. Só falta a função gerar comprovantes de pagamento em PDF. Aí ficaria perfeito!;__label__1
Muito bom;__label__0
Agora funciona;__label__0
Oe, mim te ama,, virara um bonzai logo pra mim cuida de vce;__label__0
Parabéns pela implementação de Biometria. o Compartilhar, no entanto, não está chamando a API de compartilhamento do android, está pedindo o app preferencial para compartilhar, e permite marcar esse como sempre, o que não é o correto!;__label__2
